set,k,QQ,x_b,t,phi_x,F,sigmaF,ReH,ReE,ReHt,dvcs
57.0,8.521,5.62,0.612,-0.9042,142.5,0.04308406493162989,0.0039968705,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,157.5,0.04211692100047095,0.0038008606,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,172.5,0.04930049589762635,0.004743578,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,187.5,0.0527618591042017,0.004994015,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,202.5,0.04726957666842737,0.0040269326,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,217.5,0.038055251192961284,0.003990883,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,232.5,0.043789651796030955,0.0038809173,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,247.5,0.04414782114474543,0.003736212,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,262.5,0.049503887146926044,0.0037127975,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,277.5,0.04442661849992057,0.0035491188,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,292.5,0.048107103775361384,0.0033676706,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,307.5,0.05551337116593913,0.0032900057,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,322.5,0.04274135422037331,0.0032258227,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,337.5,0.04544581049263091,0.0034385785,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
57.0,8.521,5.62,0.612,-0.9042,352.5,0.04486427706492589,0.004001455,2.0282871347111304,-1.4092253470676974,-0.05921608833356329,0.04588624293647453
58.0,8.521,5.64,0.615,-1.0482,7.5,0.041272900659861035,0.006306282,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,22.5,0.034735392596890305,0.005956674,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,37.5,0.04178108222669942,0.004797494,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,52.5,0.03770394913459304,0.0043381182,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,67.5,0.03733294664735284,0.003504315,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,82.5,0.03821885473222281,0.0037902026,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,97.5,0.048176646648195716,0.0036831116,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,112.5,0.040700207466827204,0.0038112819,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,127.5,0.035895411587693146,0.004036548,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,142.5,0.04064258156369182,0.0039046581,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,157.5,0.0373659391255346,0.0039574937,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,172.5,0.0444992174224882,0.004183305,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,187.5,0.041590590030119626,0.003873263,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,202.5,0.038380845334275264,0.00403758,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,217.5,0.049657322920478864,0.003764986,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,232.5,0.03518881249185652,0.0035918783,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,247.5,0.043825591070736455,0.0040617213,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,262.5,0.037493021258526,0.0039436626,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,277.5,0.03948240545913635,0.003598137,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,292.5,0.03624858513874629,0.003968419,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,307.5,0.04627976366342329,0.0036709702,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,322.5,0.04225514017539527,0.004802474,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,337.5,0.03413813181450274,0.005073449,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
58.0,8.521,5.64,0.615,-1.0482,352.5,0.040456252091241,0.006152938,2.0645641834942263,-1.3698271805150342,0.03694144005883859,0.040989357753801636
59.0,8.521,5.65,0.617,-1.18956,7.5,0.014582724641046176,0.017453756,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,22.5,0.028148498179452537,0.010040835,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,37.5,0.03560994274549578,0.005197295,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,52.5,0.03672428126372907,0.004590808,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,67.5,0.03360353517075776,0.005231024,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,82.5,0.03052606132903765,0.00476257,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,97.5,0.04306226100726625,0.003892472,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,112.5,0.0319137946038363,0.0040804935,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,127.5,0.03912597633396294,0.004125182,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,142.5,0.03323548595968884,0.0037972243,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,157.5,0.03677084234163058,0.0038179741,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,172.5,0.034457494363775217,0.0035429983,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,187.5,0.03488044069230334,0.0038549937,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,202.5,0.03776114636682917,0.0041158954,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,217.5,0.0388002061498626,0.0035757667,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,232.5,0.03576823536697505,0.0036828201,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,247.5,0.029707271577691135,0.0040321387,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,262.5,0.02861910216427449,0.0036448434,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,277.5,0.03927440422860712,0.0038135925,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,292.5,0.031666257983785466,0.0035598744,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,307.5,0.03801401638470101,0.0045364522,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,322.5,0.0372282315652323,0.0051719886,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,337.5,0.03379166186141791,0.009917462,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
59.0,8.521,5.65,0.617,-1.18956,352.5,0.02266902431446354,0.009763753,2.069494311430632,-1.3410167080572202,0.1316196895504156,0.03521575881872996
60.0,8.521,5.66,0.616,-1.3732,7.5,0.01365884020674344,0.0114838,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,22.5,0.01621056972034058,0.008278719,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,37.5,0.017419141121885265,0.007025622,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,52.5,0.029751180200655748,0.0050446456,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,67.5,0.022758271649798458,0.0029459815,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,82.5,0.023011099872837375,0.0028098908,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,97.5,0.021848122616393392,0.0027161664,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,112.5,0.02481847765857407,0.0026985132,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,127.5,0.022653657935335643,0.002818693,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,142.5,0.024286116276435617,0.002372889,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,157.5,0.024248130508968388,0.002493265,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,172.5,0.023319373702735298,0.002259425,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,187.5,0.025153896581904284,0.0027783418,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,202.5,0.019682162741618273,0.0024668355,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,217.5,0.028365584995831923,0.002090514,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,232.5,0.023766751890109863,0.0024015482,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,247.5,0.025121889914789593,0.0022161235,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,262.5,0.030430142788390728,0.0025379923,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,277.5,0.024260316245813755,0.0025335853,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,292.5,0.02269751924210761,0.0026742816,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,307.5,0.0246894541648475,0.00354725,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,322.5,0.029534687496395175,0.007280248,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,337.5,0.020016149943578598,0.0107389735,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
60.0,8.521,5.66,0.616,-1.3732,352.5,0.00031146510766574473,0.025617823,2.069986880057792,-1.3098418705602755,0.2626179561905697,0.02468722148629965
61.0,10.591,8.44,0.608,-0.7911,7.5,0.0457162420921297,0.0029720643,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,22.5,0.047911499089699945,0.0029522285,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,37.5,0.04817758900716455,0.0030308808,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,52.5,0.04818517010864112,0.0029154876,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,67.5,0.04723168962550228,0.0028857845,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,82.5,0.04826365024231633,0.003021589,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,97.5,0.047862860889775885,0.003082058,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,112.5,0.048730293553352996,0.003055182,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,127.5,0.05319357121908269,0.003255903,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,142.5,0.046708850448312904,0.0033141142,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,157.5,0.04964068590524017,0.0031337033,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,172.5,0.050311929577205594,0.0031578403,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,187.5,0.047853700426967426,0.0034138286,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,202.5,0.05211584532424818,0.0030692117,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,217.5,0.04367217668401718,0.0030600093,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,232.5,0.047997121899198296,0.0031464116,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,247.5,0.05175312755459307,0.0031114155,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,262.5,0.043336622062896964,0.0031701168,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,277.5,0.04362043921126573,0.0030857115,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,292.5,0.05387528353130127,0.0028759888,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,307.5,0.052043081604775526,0.0028728507,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,322.5,0.04824119811397363,0.002865141,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,337.5,0.05070245710146306,0.0030346436,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
61.0,10.591,8.44,0.608,-0.7911,352.5,0.047289991083193685,0.0029072943,1.9131154332031495,-1.4450363365524108,-0.13087100291261378,0.048652775206633525
62.0,10.591,8.45,0.609,-0.91204,7.5,0.04901799403039074,0.003272305,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,22.5,0.0438295186701488,0.003350162,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,37.5,0.04859266369436843,0.003267053,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,52.5,0.04464317216866726,0.0031210892,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,67.5,0.04620786521727948,0.003156911,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,82.5,0.04375234661553041,0.0031111876,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,97.5,0.043849866523118945,0.0032211232,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,112.5,0.04322808657753639,0.0035902346,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,127.5,0.04560807755055437,0.0033021546,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,142.5,0.03784643413196701,0.0034132346,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,157.5,0.0489577387584776,0.0032735765,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,172.5,0.04087525868961373,0.0038141788,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,187.5,0.03582381123681679,0.0035790189,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,202.5,0.03878998825493636,0.0034624285,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,217.5,0.044147082561042966,0.003616246,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,232.5,0.0394732653295071,0.0035003724,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,247.5,0.04794149119256018,0.0031605018,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,262.5,0.04434973557682834,0.0029785116,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,277.5,0.04523806578170491,0.0030806728,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,292.5,0.04583121650215841,0.0030962694,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,307.5,0.04944309475241669,0.0029084084,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,322.5,0.04323628186213183,0.0029698869,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,337.5,0.0459929431625415,0.0029200166,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
62.0,10.591,8.45,0.609,-0.91204,352.5,0.04561265031314867,0.003289182,2.0330092404866216,-1.3958781617252467,-0.04371565561279589,0.044014734681633694
63.0,10.591,8.48,0.611,-1.03708,7.5,0.03739538516976302,0.0048529212,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,22.5,0.03660459403746053,0.0045658546,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,37.5,0.04625412141130522,0.004036699,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,52.5,0.04539881714978641,0.0036990747,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,67.5,0.04280337017476743,0.0033859487,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,82.5,0.03987333242748926,0.0036125276,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,97.5,0.04356866884127634,0.0032379942,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,112.5,0.04165188172147148,0.0036621864,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,127.5,0.03756287480098054,0.00368831,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,142.5,0.04293499325565564,0.003474039,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,157.5,0.041795764440717684,0.003753281,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,172.5,0.03746948678330135,0.003799087,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,187.5,0.040960171898769604,0.0036678528,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,202.5,0.03520500009180693,0.003876643,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,217.5,0.03826696731768928,0.0034673377,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,232.5,0.033686454998927993,0.0034075663,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,247.5,0.041768189774853595,0.003060237,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,262.5,0.03281509078342082,0.0032573338,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,277.5,0.041413441597310564,0.003207669,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,292.5,0.039886311560959065,0.0030360462,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,307.5,0.038294811609938965,0.0029485724,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,322.5,0.03805225679055498,0.003693074,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,337.5,0.0333484664051739,0.00475671,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
63.0,10.591,8.48,0.611,-1.03708,352.5,0.03700820219539804,0.00594048,2.0636940835243376,-1.360614047458646,0.043150953620262555,0.03935114550601329
64.0,10.591,8.5,0.613,-1.1631,7.5,0.028263207037659714,0.007820002,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,22.5,0.034028222783650884,0.007792192,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,37.5,0.031175288619273007,0.005355701,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,52.5,0.03472077774754188,0.004584569,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,67.5,0.03798690462926762,0.0035639012,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,82.5,0.03275649346929351,0.0033798397,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,97.5,0.037940590089958655,0.003400687,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,112.5,0.03974527501683392,0.0034081594,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,127.5,0.03476885951045937,0.0035136514,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,142.5,0.03241925814798919,0.0036586288,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,157.5,0.03686809257825282,0.0035277312,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,172.5,0.03889264380274019,0.003677398,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,187.5,0.043583735130689444,0.004030387,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,202.5,0.02706562445606557,0.003781942,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,217.5,0.03707901972108116,0.0037869536,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,232.5,0.0282315817792436,0.0032816504,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,247.5,0.03214113866517825,0.0034795706,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
64.0,10.591,8.5,0.613,-1.1631,262.5,0.034026687117582145,0.0038087694,2.069206191461795,-1.3350328737899595,0.12856779371423865,0.03427157634652464
